state,district,crop,year,season,area,prod,yield,real_rainfall
CHHATTISGARH,RAIPUR,RICE,2008,Monsoon,529148.0,691851.0,1.31,32.32
CHHATTISGARH,RAIPUR,RICE,2009,Monsoon,521918.0,753589.0,1.44,31.43
CHHATTISGARH,RAIPUR,RICE,2010,Monsoon,545965.0,771395.0,1.41,34.87
CHHATTISGARH,RAIPUR,RICE,2011,Monsoon,169099.0,219975.0,1.3,44.48
CHHATTISGARH,RAIPUR,RICE,2012,Monsoon,183690.0,375108.0,2.04,46.72
CHHATTISGARH,RAIPUR,RICE,2013,Monsoon,185684.0,314837.0,1.7,51.54
CHHATTISGARH,RAIPUR,RICE,2014,Monsoon,186042.0,376312.0,2.02,36.3
CHHATTISGARH,RAIPUR,RICE,2015,Monsoon,165748.0,264662.0,1.6,34.61
CHHATTISGARH,RAIPUR,RICE,2016,Monsoon,179497.0,580980.0,3.24,38.42
CHHATTISGARH,RAIPUR,RICE,2017,Monsoon,162416.0,329784.0,2.03,37.19
CHHATTISGARH,RAIPUR,RICE,2018,Monsoon,167839.0,380723.0,2.27,31.66
CHHATTISGARH,RAIPUR,RICE,2019,Monsoon,172813.0,511646.0,2.96,49.050000000000004
CHHATTISGARH,RAJNANDGAON,RICE,2000,Monsoon,249419.0,210646.0,0.84,29.1
CHHATTISGARH,RAJNANDGAON,RICE,2001,Monsoon,253973.0,296457.0,1.17,38.269999999999996
CHHATTISGARH,RAJNANDGAON,RICE,2002,Monsoon,254729.0,193529.0,0.76,28.38
CHHATTISGARH,RAJNANDGAON,RICE,2003,Monsoon,257926.0,357731.0,1.39,46.74
CHHATTISGARH,RAJNANDGAON,RICE,2004,Monsoon,260215.0,291457.0,1.12,31.2
CHHATTISGARH,RAJNANDGAON,RICE,2005,Monsoon,261961.0,357964.0,1.37,48.71
CHHATTISGARH,RAJNANDGAON,RICE,2006,Monsoon,265967.0,357973.0,1.35,37.22
CHHATTISGARH,RAJNANDGAON,RICE,2007,Monsoon,268022.0,290436.0,1.08,46.09
CHHATTISGARH,RAJNANDGAON,RICE,2008,Monsoon,271256.0,211856.0,0.78,35.1
CHHATTISGARH,RAJNANDGAON,RICE,2009,Monsoon,269249.0,210540.0,0.78,35.730000000000004
CHHATTISGARH,RAJNANDGAON,RICE,2010,Monsoon,274412.0,438569.0,1.6,43.8
CHHATTISGARH,RAJNANDGAON,RICE,2011,Monsoon,276480.0,458453.0,1.66,45.06
CHHATTISGARH,RAJNANDGAON,RICE,2012,Monsoon,277609.0,512609.0,1.85,51.71
CHHATTISGARH,RAJNANDGAON,RICE,2013,Monsoon,281928.0,428897.0,1.52,58.089999999999996
CHHATTISGARH,RAJNANDGAON,RICE,2014,Monsoon,287194.0,480285.0,1.67,38.15
CHHATTISGARH,RAJNANDGAON,RICE,2015,Monsoon,268648.0,199339.0,0.74,37.2
CHHATTISGARH,RAJNANDGAON,RICE,2016,Monsoon,290276.0,539710.0,1.86,37.86
CHHATTISGARH,RAJNANDGAON,RICE,2017,Monsoon,294317.0,307925.0,1.05,33.44
CHHATTISGARH,RAJNANDGAON,RICE,2018,Monsoon,310786.0,427239.0,1.37,32.38
CHHATTISGARH,RAJNANDGAON,RICE,2019,Monsoon,340270.0,613716.0,1.8,44.01
CHHATTISGARH,SUKMA,RICE,2011,Monsoon,71239.0,91114.0,1.28,
CHHATTISGARH,SUKMA,RICE,2012,Monsoon,73085.0,156158.0,2.14,
CHHATTISGARH,SUKMA,RICE,2013,Monsoon,72828.0,171578.0,2.36,
CHHATTISGARH,SUKMA,RICE,2014,Monsoon,78438.0,174280.0,2.22,
CHHATTISGARH,SUKMA,RICE,2015,Monsoon,81613.0,104400.0,1.28,
CHHATTISGARH,SUKMA,RICE,2016,Monsoon,81527.0,143028.0,1.75,
CHHATTISGARH,SUKMA,RICE,2017,Monsoon,84363.0,121652.0,1.44,
CHHATTISGARH,SUKMA,RICE,2018,Monsoon,82205.0,111313.0,1.35,
CHHATTISGARH,SUKMA,RICE,2019,Monsoon,86395.0,139513.0,1.61,
CHHATTISGARH,SURAJPUR,RICE,2011,Monsoon,107505.0,148323.0,1.38,
CHHATTISGARH,SURAJPUR,RICE,2012,Monsoon,108067.0,138640.0,1.28,
CHHATTISGARH,SURAJPUR,RICE,2013,Monsoon,108262.0,189774.0,1.75,
CHHATTISGARH,SURAJPUR,RICE,2014,Monsoon,106865.0,196547.0,1.84,
CHHATTISGARH,SURAJPUR,RICE,2015,Monsoon,107800.0,135447.0,1.26,
CHHATTISGARH,SURAJPUR,RICE,2016,Monsoon,108003.0,185991.0,1.72,
CHHATTISGARH,SURAJPUR,RICE,2017,Monsoon,108911.0,151397.0,1.39,
CHHATTISGARH,SURAJPUR,RICE,2018,Monsoon,111561.0,173808.0,1.56,
CHHATTISGARH,SURAJPUR,RICE,2019,Monsoon,113276.0,179222.0,1.58,
CHHATTISGARH,SURGUJA,RICE,2000,Monsoon,309313.0,194681.0,0.63,23.509999999999998
CHHATTISGARH,SURGUJA,RICE,2001,Monsoon,314482.0,411096.0,1.31,43.44
CHHATTISGARH,SURGUJA,RICE,2002,Monsoon,311106.0,221033.0,0.71,28.57
CHHATTISGARH,SURGUJA,RICE,2003,Monsoon,314170.0,404374.0,1.29,45.11
CHHATTISGARH,SURGUJA,RICE,2004,Monsoon,310959.0,299182.0,0.96,39.4
CHHATTISGARH,SURGUJA,RICE,2005,Monsoon,312299.0,341368.0,1.09,37.23
CHHATTISGARH,SURGUJA,RICE,2006,Monsoon,313914.0,345995.0,1.1,31.63
CHHATTISGARH,SURGUJA,RICE,2007,Monsoon,311757.0,380351.0,1.22,36.58
CHHATTISGARH,SURGUJA,RICE,2008,Monsoon,311848.0,365590.0,1.17,42.43
CHHATTISGARH,SURGUJA,RICE,2009,Monsoon,307674.0,221619.0,0.72,28.47
CHHATTISGARH,SURGUJA,RICE,2010,Monsoon,302922.0,323612.0,1.07,28.91
CHHATTISGARH,SURGUJA,RICE,2011,Monsoon,117901.0,164828.0,1.4,44.14
CHHATTISGARH,SURGUJA,RICE,2012,Monsoon,117501.0,196105.0,1.67,40.15
CHHATTISGARH,SURGUJA,RICE,2013,Monsoon,116893.0,202401.0,1.73,48.9
CHHATTISGARH,SURGUJA,RICE,2014,Monsoon,117268.0,206623.0,1.76,34.62
CHHATTISGARH,SURGUJA,RICE,2015,Monsoon,116481.0,167130.0,1.43,39.54
CHHATTISGARH,SURGUJA,RICE,2016,Monsoon,118030.0,195872.0,1.66,42.010000000000005
CHHATTISGARH,SURGUJA,RICE,2017,Monsoon,116713.0,173296.0,1.48,42.79
CHHATTISGARH,SURGUJA,RICE,2018,Monsoon,116068.0,148351.0,1.28,32.699999999999996
CHHATTISGARH,SURGUJA,RICE,2019,Monsoon,115066.0,176024.0,1.53,39.72
